LSOA21CD,All categories: Number of bedrooms_weighted,No bedrooms_weighted,1 bedroom_weighted,2 bedrooms_weighted,3 bedrooms_weighted,4 bedrooms_weighted,5 or more bedrooms_weighted
E01004164,639.0,0.0,152.0,93.0,339.0,42.0,13.0
E01004165,705.0,2.0,107.0,318.0,230.0,39.0,9.0
E01004166,658.0,0.0,117.0,198.0,303.0,38.0,2.0
E01004167,527.0,3.0,89.0,137.0,241.0,41.0,16.0
E01004168,579.0,0.0,6.0,84.0,386.0,86.0,17.0
E01004169,460.0,0.0,67.0,249.0,111.0,31.0,2.0
E01004170,751.0,9.0,158.0,275.0,139.0,130.0,40.0
E01004171,558.0,1.0,29.0,80.0,366.0,66.0,16.0
E01004172,748.0,5.0,194.0,367.0,145.0,25.0,12.0
E01004173,520.0,1.0,53.0,78.0,255.0,114.0,19.0
E01004174,664.0,0.0,181.0,200.0,183.0,65.0,35.0
E01004175,690.0,0.0,70.0,238.0,327.0,41.0,14.0
E01004176,583.0,0.0,71.0,227.0,235.0,39.0,11.0
E01004177,911.0,6.0,312.0,433.0,108.0,32.0,20.0
E01004178,950.0,5.0,332.0,357.0,113.0,104.0,39.0
E01004179,599.0,1.0,68.0,96.0,200.0,176.0,58.0
E01004180,616.0,0.0,13.0,69.0,203.0,185.0,146.0
E01004181,756.0,3.0,142.0,334.0,144.0,96.0,37.0
E01004182,653.0,3.0,108.0,234.0,254.0,50.0,4.0
E01004183,663.0,0.0,152.0,223.0,266.0,16.0,6.0
E01004184,598.0,3.0,65.0,256.0,251.0,20.0,3.0
E01004185,565.0,3.0,106.0,223.0,204.0,22.0,7.0
E01004186,790.0,6.0,245.0,322.0,187.0,26.0,4.0
E01004187,640.0,2.0,109.0,164.0,331.0,26.0,8.0
E01004189,750.0,0.0,86.0,359.0,280.0,20.0,5.0
E01004190,499.0,1.0,19.0,81.0,274.0,88.0,36.0
E01004191,657.0,0.0,48.0,205.0,305.0,71.0,28.0
E01004192,753.0,0.0,47.0,248.0,348.0,88.0,22.0
E01004193,923.0,3.0,81.0,285.0,430.0,98.0,26.0
E01004194,609.0,0.0,81.0,268.0,219.0,33.0,8.0
E01004195,661.0,3.0,56.0,242.0,301.0,48.0,11.0
E01004196,567.0,1.0,31.0,155.0,274.0,84.0,22.0
E01004198,606.0,7.0,228.0,167.0,110.0,62.0,32.0
E01004199,574.0,5.0,151.0,231.0,130.0,48.0,9.0
E01004200,585.0,1.0,186.0,246.0,74.0,70.0,8.0
E01004201,619.0,4.0,127.0,246.0,184.0,49.0,9.0
E01004202,713.0,2.0,278.0,269.0,112.0,41.0,11.0
E01004203,689.0,5.0,139.0,292.0,177.0,59.0,17.0
E01004204,631.0,5.0,192.0,209.0,185.0,30.0,10.0
E01004205,688.0,4.0,208.0,267.0,117.0,56.0,36.0
E01004206,554.0,5.0,220.0,125.0,153.0,34.0,17.0
E01004207,515.0,9.0,154.0,175.0,127.0,33.0,17.0
E01004208,788.0,5.0,285.0,317.0,118.0,55.0,8.0
E01004209,466.0,5.0,126.0,186.0,130.0,19.0,0.0
E01004211,720.0,9.0,386.0,179.0,99.0,23.0,24.0
E01004212,720.0,5.0,313.0,256.0,100.0,36.0,10.0
E01004214,665.0,9.0,221.0,264.0,106.0,59.0,6.0
E01004216,737.0,9.0,151.0,409.0,144.0,18.0,6.0
E01004217,779.0,0.0,201.0,357.0,179.0,26.0,16.0
E01004218,731.0,2.0,116.0,324.0,190.0,81.0,18.0
E01004219,851.0,4.0,292.0,355.0,115.0,65.0,20.0
E01004221,802.0,4.0,162.0,443.0,131.0,48.0,14.0
E01004222,1048.0,3.0,356.0,330.0,305.0,46.0,8.0
E01004223,938.0,6.0,259.0,452.0,161.0,47.0,13.0
E01004226,676.0,6.0,168.0,304.0,144.0,49.0,5.0
E01004228,769.0,0.0,173.0,193.0,321.0,60.0,22.0
E01004229,551.0,1.0,134.0,212.0,136.0,52.0,16.0
E01004230,803.0,3.0,196.0,244.0,276.0,70.0,14.0
E01004231,629.0,2.0,130.0,274.0,159.0,47.0,17.0
E01004232,603.0,3.0,101.0,150.0,190.0,108.0,51.0
E01004233,751.0,1.0,253.0,199.0,239.0,50.0,9.0
E01004234,903.0,5.0,235.0,290.0,260.0,93.0,20.0
E01004235,513.0,6.0,177.0,210.0,97.0,20.0,3.0
E01004236,497.0,1.0,87.0,207.0,148.0,47.0,7.0
E01004237,506.0,3.0,189.0,194.0,92.0,27.0,1.0
E01004239,533.0,1.0,84.0,229.0,160.0,49.0,10.0
E01004240,574.0,4.0,85.0,272.0,178.0,26.0,9.0
E01004241,570.0,2.0,126.0,217.0,186.0,30.0,9.0
E01004243,614.0,2.0,115.0,264.0,197.0,26.0,10.0
E01004244,686.0,3.0,179.0,156.0,282.0,59.0,7.0
E01004245,433.0,0.0,75.0,166.0,128.0,52.0,12.0
E01004247,714.0,5.0,130.0,312.0,206.0,54.0,7.0
E01004248,441.0,3.0,109.0,149.0,130.0,45.0,5.0
E01004249,758.0,5.0,226.0,231.0,229.0,53.0,14.0
E01004251,779.0,7.0,223.0,314.0,173.0,47.0,15.0
E01004255,647.0,2.0,207.0,276.0,125.0,32.0,5.0
E01004256,611.0,2.0,141.0,247.0,173.0,42.0,6.0
E01004257,618.0,6.0,104.0,250.0,198.0,48.0,12.0
E01004258,713.0,1.0,175.0,350.0,151.0,34.0,2.0
E01004259,812.0,4.0,361.0,321.0,100.0,17.0,9.0
E01004260,636.0,1.0,86.0,329.0,191.0,15.0,14.0
E01004263,529.0,7.0,96.0,191.0,203.0,24.0,8.0
E01004264,457.0,2.0,78.0,185.0,140.0,44.0,8.0
E01004266,583.0,3.0,98.0,171.0,254.0,48.0,9.0
E01004267,707.0,5.0,247.0,263.0,102.0,56.0,34.0
E01004268,688.0,3.0,273.0,310.0,68.0,31.0,3.0
E01004270,745.0,5.0,81.0,254.0,253.0,106.0,46.0
E01004271,548.0,3.0,86.0,278.0,142.0,31.0,8.0
E01004272,639.0,7.0,149.0,255.0,173.0,46.0,9.0
E01004274,654.0,6.0,94.0,256.0,161.0,82.0,55.0
E01004275,768.0,3.0,116.0,336.0,246.0,54.0,13.0
E01004276,996.0,4.0,297.0,500.0,128.0,47.0,20.0
E01004277,898.0,1.0,265.0,524.0,99.0,8.0,1.0
E01004280,769.0,1.0,170.0,378.0,178.0,23.0,19.0
E01004281,831.0,5.0,274.0,379.0,103.0,47.0,23.0
E01004283,756.0,3.0,217.0,217.0,243.0,53.0,23.0
E01004286,817.0,1.0,194.0,327.0,187.0,71.0,37.0
E01004287,854.0,2.0,275.0,371.0,162.0,34.0,10.0
E01004288,525.0,1.0,91.0,273.0,115.0,36.0,9.0
E01004289,670.0,11.0,159.0,187.0,225.0,53.0,35.0
E01004290,575.0,1.0,225.0,176.0,132.0,29.0,12.0
E01004291,1051.0,9.0,453.0,449.0,118.0,16.0,6.0
E01004292,818.0,2.0,179.0,353.0,191.0,79.0,14.0
E01004293,1133.0,6.0,372.0,540.0,164.0,39.0,12.0
E01004295,500.0,1.0,97.0,233.0,127.0,30.0,12.0
E01004296,684.0,7.0,261.0,279.0,101.0,30.0,6.0
E01004297,909.0,8.0,252.0,469.0,138.0,30.0,12.0
E01004298,635.0,1.0,255.0,219.0,68.0,62.0,30.0
E01004300,522.0,9.0,178.0,193.0,101.0,33.0,8.0
E01004301,413.0,5.0,88.0,159.0,128.0,23.0,10.0
E01004302,637.0,4.0,213.0,268.0,92.0,45.0,15.0
E01004303,967.0,7.0,266.0,452.0,167.0,66.0,9.0
E01004304,653.0,1.0,153.0,285.0,157.0,33.0,24.0
E01004305,699.0,4.0,168.0,280.0,202.0,40.0,5.0
E01004306,687.0,3.0,237.0,203.0,125.0,91.0,28.0
E01004307,1014.0,12.0,460.0,399.0,99.0,41.0,3.0
E01004308,504.0,0.0,126.0,168.0,130.0,58.0,22.0
E01004309,902.0,13.0,308.0,301.0,166.0,80.0,34.0
E01004310,793.0,3.0,367.0,275.0,91.0,38.0,19.0
E01004311,644.0,2.0,195.0,246.0,160.0,34.0,7.0
E01004312,628.0,7.0,207.0,223.0,146.0,40.0,5.0
E01004313,812.0,5.0,160.0,449.0,161.0,27.0,10.0
E01004315,718.0,5.0,273.0,216.0,140.0,68.0,16.0
E01004316,455.0,4.0,155.0,183.0,85.0,24.0,4.0
E01004319,595.0,4.0,165.0,191.0,151.0,54.0,30.0
E01004321,711.0,6.0,324.0,193.0,105.0,47.0,36.0
E01004322,502.0,9.0,214.0,192.0,59.0,21.0,7.0
E01004323,480.0,4.0,123.0,190.0,60.0,47.0,56.0
E01004324,485.0,0.0,100.0,183.0,131.0,63.0,8.0
E01004326,623.0,1.0,218.0,294.0,101.0,4.0,5.0
E01004327,465.0,2.0,120.0,171.0,142.0,22.0,8.0
E01004328,671.0,4.0,142.0,218.0,258.0,40.0,9.0
E01004329,671.0,1.0,74.0,287.0,251.0,42.0,16.0
E01004330,625.0,1.0,53.0,198.0,313.0,46.0,14.0
E01004331,675.0,2.0,94.0,302.0,226.0,42.0,9.0
E01004332,633.0,10.0,168.0,141.0,227.0,67.0,20.0
E01004333,611.0,4.0,176.0,164.0,195.0,52.0,20.0
E01004334,637.0,12.0,227.0,239.0,126.0,27.0,6.0
E01004335,645.0,2.0,189.0,219.0,195.0,36.0,4.0
E01004336,564.0,2.0,134.0,141.0,189.0,70.0,28.0
E01004337,717.0,3.0,124.0,373.0,167.0,31.0,19.0
E01004338,580.0,0.0,88.0,141.0,241.0,67.0,43.0
E01004339,661.0,2.0,175.0,210.0,215.0,35.0,24.0
E01004340,698.0,2.0,187.0,213.0,239.0,37.0,20.0
E01004341,665.0,2.0,212.0,144.0,246.0,45.0,16.0
E01004342,789.0,0.0,115.0,269.0,342.0,48.0,15.0
E01004343,647.0,2.0,43.0,84.0,405.0,104.0,9.0
E01004344,667.0,4.0,119.0,261.0,243.0,30.0,10.0
E01004345,624.0,1.0,34.0,174.0,333.0,61.0,21.0
E01004346,557.0,2.0,5.0,49.0,432.0,54.0,15.0
E01004347,809.0,1.0,38.0,469.0,273.0,25.0,3.0
E01004348,973.0,8.0,187.0,371.0,319.0,67.0,21.0
E01004349,547.0,0.0,16.0,105.0,347.0,60.0,19.0
E01004350,915.0,20.0,367.0,235.0,231.0,44.0,18.0
E01004351,645.0,0.0,11.0,187.0,308.0,122.0,17.0
E01004352,813.0,1.0,101.0,252.0,169.0,198.0,92.0
E01004353,798.0,0.0,82.0,238.0,244.0,165.0,69.0
E01004354,749.0,2.0,101.0,169.0,335.0,114.0,28.0
E01004355,673.0,0.0,93.0,297.0,176.0,83.0,24.0
E01004356,590.0,0.0,21.0,99.0,374.0,84.0,12.0
E01004357,574.0,3.0,19.0,168.0,215.0,141.0,28.0
E01004358,788.0,3.0,210.0,267.0,107.0,157.0,44.0
E01004359,610.0,2.0,32.0,76.0,312.0,159.0,29.0
E01004360,492.0,2.0,13.0,56.0,229.0,136.0,56.0
E01004361,492.0,1.0,5.0,43.0,329.0,101.0,13.0
E01004362,676.0,8.0,160.0,238.0,125.0,99.0,46.0
E01004363,506.0,0.0,39.0,69.0,258.0,104.0,36.0
E01004364,563.0,4.0,52.0,129.0,284.0,73.0,21.0
E01004365,700.0,8.0,192.0,214.0,180.0,77.0,29.0
E01004366,642.0,3.0,88.0,99.0,268.0,128.0,56.0
E01004367,537.0,5.0,81.0,121.0,228.0,70.0,32.0
E01004368,720.0,4.0,214.0,218.0,138.0,88.0,58.0
E01004369,615.0,0.0,104.0,307.0,168.0,27.0,9.0
E01004370,636.0,1.0,110.0,234.0,240.0,42.0,9.0
E01004371,615.0,0.0,103.0,148.0,268.0,71.0,25.0
E01004372,744.0,2.0,142.0,428.0,147.0,16.0,9.0
E01004373,621.0,5.0,161.0,169.0,220.0,50.0,16.0
E01004374,688.0,6.0,71.0,278.0,241.0,54.0,38.0
E01004375,647.0,3.0,154.0,213.0,215.0,47.0,15.0
E01004376,654.0,6.0,143.0,142.0,200.0,106.0,57.0
E01004377,626.0,0.0,27.0,67.0,381.0,122.0,29.0
E01004378,677.0,0.0,109.0,154.0,289.0,104.0,21.0
E01004379,523.0,0.0,21.0,53.0,348.0,79.0,22.0
E01004380,607.0,0.0,68.0,184.0,208.0,117.0,30.0
E01004381,674.0,0.0,101.0,90.0,342.0,120.0,21.0
E01004382,501.0,2.0,113.0,121.0,248.0,15.0,2.0
E01004383,575.0,1.0,24.0,57.0,357.0,107.0,29.0
E01004384,695.0,2.0,70.0,292.0,282.0,42.0,7.0
E01004385,650.0,6.0,192.0,195.0,151.0,91.0,15.0
E01004386,642.0,0.0,10.0,77.0,365.0,152.0,38.0
E01004387,525.0,0.0,9.0,64.0,293.0,137.0,22.0
E01004388,649.0,4.0,147.0,223.0,136.0,105.0,34.0
E01004389,706.0,2.0,115.0,267.0,282.0,27.0,13.0
E01004390,652.0,0.0,85.0,250.0,275.0,34.0,8.0
E01004391,846.0,4.0,320.0,322.0,138.0,48.0,14.0
E01004392,879.0,2.0,221.0,385.0,212.0,40.0,19.0
E01004393,1023.0,1.0,397.0,474.0,128.0,19.0,4.0
E01004394,744.0,6.0,257.0,234.0,183.0,53.0,11.0
E01004395,565.0,1.0,32.0,178.0,285.0,59.0,10.0
E01004396,647.0,0.0,72.0,266.0,254.0,42.0,13.0
E01004397,849.0,3.0,230.0,287.0,240.0,54.0,35.0
E01004398,679.0,0.0,87.0,165.0,355.0,62.0,10.0
E01004399,594.0,2.0,59.0,218.0,266.0,40.0,9.0
E01004400,641.0,3.0,70.0,220.0,308.0,31.0,9.0
E01004401,803.0,1.0,129.0,373.0,253.0,36.0,11.0
E01004402,663.0,0.0,75.0,237.0,302.0,38.0,11.0
E01004403,602.0,6.0,45.0,98.0,408.0,36.0,9.0
E01004404,882.0,4.0,412.0,283.0,149.0,25.0,9.0
E01004405,566.0,2.0,121.0,170.0,173.0,76.0,24.0
E01004406,731.0,4.0,290.0,214.0,162.0,41.0,20.0
E01004407,493.0,5.0,142.0,271.0,60.0,11.0,4.0
E01004408,676.0,0.0,104.0,284.0,217.0,54.0,17.0
E01004409,711.0,7.0,284.0,188.0,134.0,61.0,37.0
E01004410,852.0,5.0,345.0,336.0,113.0,42.0,11.0
E01004411,648.0,1.0,191.0,211.0,137.0,82.0,26.0
E01004412,740.0,0.0,202.0,289.0,203.0,36.0,10.0
E01004413,685.0,2.0,166.0,268.0,197.0,37.0,15.0
E01004414,615.0,0.0,30.0,103.0,372.0,85.0,25.0
E01004415,583.0,0.0,60.0,124.0,296.0,86.0,17.0
E01004416,632.0,1.0,41.0,116.0,355.0,99.0,20.0
E01004417,650.0,2.0,132.0,97.0,302.0,92.0,25.0
E01004418,649.0,1.0,60.0,200.0,304.0,59.0,25.0
E01004419,637.0,0.0,116.0,125.0,322.0,58.0,16.0
E01004420,790.0,3.0,319.0,109.0,280.0,61.0,18.0
E01004421,604.0,1.0,56.0,72.0,354.0,95.0,26.0
E01004422,589.0,3.0,36.0,173.0,309.0,50.0,18.0
E01004423,697.0,4.0,221.0,213.0,165.0,64.0,30.0
E01004424,627.0,1.0,178.0,167.0,223.0,47.0,11.0
E01004425,848.0,1.0,154.0,606.0,68.0,14.0,5.0
E01004426,590.0,2.0,77.0,131.0,300.0,69.0,11.0
E01004427,852.0,3.0,233.0,533.0,70.0,6.0,7.0
E01004428,653.0,7.0,128.0,195.0,284.0,31.0,8.0
E01004429,653.0,5.0,154.0,216.0,203.0,58.0,17.0
E01004430,827.0,4.0,237.0,220.0,253.0,74.0,39.0
E01004432,652.0,3.0,97.0,329.0,179.0,29.0,15.0
E01004434,737.0,1.0,198.0,228.0,240.0,54.0,16.0
E01004435,749.0,4.0,230.0,224.0,194.0,66.0,31.0
E01004436,580.0,1.0,127.0,201.0,92.0,88.0,71.0
E01004437,762.0,5.0,276.0,266.0,89.0,61.0,65.0
E01004438,772.0,1.0,189.0,250.0,217.0,78.0,37.0
E01004439,619.0,5.0,136.0,194.0,189.0,61.0,34.0
E01004440,794.0,5.0,219.0,253.0,199.0,79.0,39.0
E01004441,635.0,3.0,123.0,187.0,175.0,116.0,31.0
E01004442,668.0,5.0,158.0,189.0,184.0,96.0,36.0
E01004443,586.0,7.0,109.0,159.0,199.0,80.0,32.0
E01004444,966.0,5.0,260.0,470.0,177.0,43.0,11.0
E01004445,624.0,1.0,97.0,254.0,207.0,49.0,16.0
E01004446,677.0,2.0,91.0,328.0,212.0,36.0,8.0
E01004447,653.0,1.0,73.0,178.0,325.0,56.0,20.0
E01004448,759.0,3.0,161.0,435.0,120.0,29.0,11.0
E01004449,599.0,1.0,123.0,128.0,278.0,51.0,18.0
E01004450,605.0,2.0,8.0,85.0,399.0,107.0,4.0
E01004451,641.0,0.0,36.0,86.0,396.0,103.0,20.0
E01004452,692.0,5.0,115.0,217.0,287.0,54.0,14.0
E01004453,658.0,2.0,124.0,184.0,289.0,50.0,9.0
E01004454,640.0,4.0,75.0,135.0,360.0,53.0,13.0
E01004455,544.0,1.0,50.0,118.0,316.0,47.0,12.0
E01004456,539.0,1.0,79.0,86.0,306.0,51.0,16.0
E01004457,738.0,1.0,164.0,311.0,210.0,38.0,14.0
E01004458,681.0,2.0,77.0,324.0,232.0,34.0,12.0
E01004459,535.0,2.0,66.0,183.0,250.0,19.0,15.0
E01004460,671.0,1.0,82.0,265.0,259.0,46.0,18.0
E01004462,639.0,3.0,136.0,204.0,182.0,81.0,33.0
E01004463,906.0,0.0,229.0,527.0,133.0,12.0,5.0
E01004464,643.0,1.0,241.0,193.0,187.0,14.0,7.0
E01004465,543.0,3.0,94.0,65.0,293.0,62.0,26.0
E01004466,638.0,0.0,94.0,235.0,245.0,42.0,22.0
E01004467,881.0,5.0,295.0,368.0,166.0,28.0,19.0
E01004468,657.0,3.0,44.0,234.0,248.0,79.0,49.0
E01004469,627.0,7.0,159.0,186.0,200.0,53.0,22.0
E01004470,602.0,3.0,199.0,156.0,210.0,24.0,10.0
E01004471,668.0,9.0,195.0,200.0,201.0,47.0,16.0
E01004472,742.0,1.0,93.0,224.0,266.0,102.0,56.0
E01004473,746.0,3.0,183.0,226.0,193.0,110.0,31.0
E01004474,918.0,2.0,400.0,352.0,104.0,36.0,24.0
E01004475,622.0,2.0,147.0,238.0,102.0,90.0,43.0
E01004476,824.0,6.0,292.0,303.0,154.0,43.0,26.0
E01004477,607.0,0.0,57.0,90.0,109.0,165.0,186.0
E01004478,538.0,0.0,52.0,89.0,85.0,159.0,153.0
E01004479,613.0,2.0,126.0,157.0,92.0,72.0,164.0
E01004480,678.0,0.0,79.0,242.0,194.0,112.0,51.0
E01004481,716.0,1.0,156.0,253.0,204.0,60.0,42.0
E01004482,626.0,4.0,108.0,153.0,216.0,82.0,63.0
E01004483,1011.0,3.0,217.0,599.0,114.0,41.0,37.0
E01004484,652.0,0.0,158.0,242.0,123.0,77.0,52.0
E01004485,691.0,2.0,173.0,212.0,126.0,104.0,74.0
E01004486,784.0,4.0,364.0,256.0,94.0,19.0,47.0
E01004487,715.0,7.0,301.0,234.0,53.0,36.0,84.0
E01004488,625.0,0.0,197.0,174.0,56.0,50.0,148.0
E01004489,612.0,5.0,220.0,185.0,39.0,21.0,142.0
E01004490,614.0,3.0,48.0,199.0,227.0,114.0,23.0
E01004491,971.0,22.0,421.0,253.0,194.0,76.0,5.0
E01004492,744.0,0.0,153.0,281.0,235.0,60.0,15.0
E01004493,803.0,3.0,272.0,226.0,214.0,72.0,16.0
E01004494,762.0,2.0,177.0,384.0,138.0,55.0,6.0
E01004495,523.0,1.0,103.0,159.0,136.0,111.0,13.0
E01004496,951.0,2.0,301.0,397.0,153.0,73.0,25.0
E01004497,541.0,2.0,10.0,70.0,352.0,89.0,18.0
E01004498,784.0,1.0,195.0,275.0,219.0,74.0,20.0
E01004499,713.0,0.0,172.0,299.0,87.0,96.0,59.0
E01004500,807.0,7.0,224.0,337.0,168.0,64.0,7.0
E01004501,712.0,6.0,146.0,321.0,144.0,49.0,46.0
E01004502,670.0,6.0,140.0,162.0,116.0,157.0,89.0
E01004503,738.0,4.0,187.0,278.0,114.0,78.0,77.0
E01004504,566.0,2.0,62.0,152.0,114.0,155.0,81.0
E01004505,838.0,10.0,172.0,423.0,135.0,58.0,40.0
E01004506,955.0,9.0,274.0,434.0,147.0,23.0,68.0
E01004507,962.0,11.0,270.0,475.0,157.0,39.0,10.0
E01004508,986.0,9.0,337.0,351.0,173.0,65.0,51.0
E01004510,917.0,2.0,317.0,314.0,165.0,82.0,37.0
E01004511,712.0,1.0,128.0,259.0,141.0,109.0,74.0
E01004512,618.0,3.0,161.0,166.0,91.0,101.0,96.0
E01004513,833.0,2.0,155.0,443.0,204.0,19.0,10.0
E01004514,799.0,4.0,123.0,307.0,236.0,101.0,28.0
E01004515,739.0,2.0,229.0,270.0,174.0,51.0,13.0
E01004516,510.0,3.0,39.0,55.0,171.0,156.0,86.0
E01004517,810.0,0.0,238.0,273.0,172.0,91.0,36.0
E01004518,650.0,2.0,85.0,147.0,194.0,141.0,81.0
E01004519,632.0,3.0,45.0,152.0,341.0,68.0,23.0
E01004520,459.0,1.0,18.0,89.0,267.0,66.0,18.0
E01004521,768.0,0.0,104.0,285.0,301.0,58.0,20.0
E01004522,628.0,0.0,126.0,205.0,208.0,64.0,25.0
E01004523,722.0,4.0,279.0,167.0,74.0,120.0,78.0
E01004524,774.0,2.0,300.0,252.0,168.0,45.0,7.0
E01004525,659.0,5.0,86.0,267.0,210.0,68.0,23.0
E01004526,655.0,1.0,166.0,272.0,160.0,30.0,26.0
E01004527,578.0,1.0,78.0,132.0,259.0,88.0,20.0
E01004528,655.0,1.0,175.0,288.0,141.0,42.0,8.0
E01004529,902.0,0.0,144.0,510.0,201.0,32.0,15.0
E01004530,789.0,3.0,250.0,230.0,196.0,71.0,39.0
E01004531,649.0,3.0,21.0,327.0,216.0,69.0,13.0
E01004532,644.0,0.0,106.0,319.0,114.0,80.0,25.0
E01004533,569.0,2.0,27.0,355.0,134.0,45.0,6.0
E01004534,825.0,2.0,164.0,217.0,297.0,124.0,21.0
E01004535,731.0,7.0,236.0,358.0,91.0,35.0,4.0
E01004536,928.0,3.0,269.0,460.0,136.0,52.0,8.0
E01004537,799.0,8.0,260.0,319.0,154.0,56.0,2.0
E01004538,909.0,2.0,302.0,369.0,185.0,42.0,9.0
E01004539,800.0,9.0,167.0,386.0,171.0,59.0,8.0
E01004540,1002.0,9.0,330.0,419.0,161.0,59.0,24.0
E01004541,762.0,2.0,299.0,270.0,144.0,45.0,2.0
E01004542,618.0,1.0,97.0,150.0,112.0,156.0,102.0
E01004543,717.0,0.0,165.0,211.0,106.0,96.0,139.0
E01004544,606.0,0.0,144.0,136.0,92.0,135.0,99.0
E01004545,850.0,14.0,378.0,257.0,131.0,52.0,18.0
E01004546,640.0,1.0,122.0,192.0,144.0,110.0,71.0
E01004547,551.0,0.0,148.0,129.0,105.0,104.0,65.0
E01004548,1054.0,9.0,449.0,386.0,110.0,67.0,33.0
E01004549,672.0,3.0,188.0,172.0,154.0,65.0,90.0
E01004550,570.0,1.0,182.0,157.0,77.0,77.0,76.0
E01004551,884.0,2.0,342.0,337.0,151.0,35.0,17.0
E01004552,913.0,4.0,247.0,374.0,180.0,80.0,28.0
E01004553,766.0,6.0,184.0,295.0,152.0,95.0,34.0
E01004554,653.0,0.0,130.0,163.0,114.0,158.0,88.0
E01004555,587.0,0.0,54.0,69.0,128.0,224.0,112.0
E01004556,590.0,1.0,52.0,122.0,142.0,190.0,83.0
E01004557,650.0,2.0,126.0,192.0,128.0,113.0,89.0
E01004558,675.0,2.0,104.0,181.0,156.0,156.0,76.0
E01004559,503.0,2.0,85.0,84.0,80.0,94.0,158.0
E01004560,959.0,2.0,276.0,383.0,183.0,73.0,42.0
E01004563,879.0,4.0,294.0,341.0,166.0,69.0,5.0
E01004564,820.0,2.0,195.0,365.0,211.0,40.0,7.0
E01004565,815.0,0.0,216.0,398.0,165.0,30.0,6.0
E01004566,821.0,0.0,289.0,291.0,149.0,73.0,19.0
E01004567,982.0,3.0,319.0,390.0,197.0,62.0,11.0
E01004568,458.0,2.0,160.0,216.0,61.0,17.0,2.0
E01004569,737.0,5.0,171.0,187.0,163.0,126.0,85.0
E01004570,745.0,0.0,229.0,208.0,223.0,76.0,9.0
E01004571,651.0,4.0,151.0,193.0,175.0,94.0,34.0
E01004572,706.0,9.0,98.0,279.0,203.0,83.0,34.0
E01004573,631.0,2.0,103.0,190.0,262.0,61.0,13.0
E01004574,727.0,4.0,158.0,404.0,107.0,49.0,5.0
E01004575,691.0,2.0,217.0,186.0,193.0,79.0,14.0
E01004576,592.0,0.0,133.0,141.0,183.0,60.0,75.0
E01004577,907.0,0.0,230.0,304.0,222.0,92.0,59.0
E01004579,744.0,1.0,193.0,228.0,212.0,82.0,28.0
E01004580,892.0,5.0,290.0,315.0,196.0,75.0,11.0
E01004581,892.0,3.0,279.0,288.0,264.0,55.0,3.0
E01004582,976.0,0.0,160.0,389.0,299.0,80.0,48.0
E01004583,876.0,0.0,230.0,376.0,190.0,70.0,10.0
E01004584,703.0,3.0,219.0,302.0,147.0,28.0,4.0
E01004585,858.0,0.0,136.0,459.0,186.0,63.0,14.0
E01004586,848.0,0.0,228.0,314.0,143.0,113.0,50.0
E01004587,735.0,2.0,126.0,163.0,202.0,177.0,65.0
E01004588,858.0,5.0,219.0,279.0,160.0,138.0,57.0
E01004589,706.0,1.0,148.0,229.0,94.0,147.0,87.0
E01004590,807.0,1.0,152.0,346.0,266.0,36.0,6.0
E01004591,811.0,3.0,270.0,260.0,179.0,78.0,21.0
E01004592,795.0,2.0,153.0,385.0,224.0,29.0,2.0
E01004593,852.0,1.0,300.0,272.0,187.0,74.0,18.0
E01004594,590.0,0.0,44.0,87.0,202.0,192.0,65.0
E01004595,796.0,0.0,133.0,375.0,204.0,72.0,12.0
E01004596,646.0,0.0,83.0,121.0,226.0,165.0,51.0
E01004597,779.0,0.0,148.0,251.0,218.0,138.0,24.0
E01004598,818.0,0.0,143.0,374.0,221.0,67.0,13.0
E01004599,575.0,1.0,39.0,85.0,180.0,205.0,65.0
E01004601,1006.0,1.0,280.0,370.0,291.0,43.0,21.0
E01004602,706.0,0.0,191.0,220.0,110.0,96.0,89.0
E01004604,593.0,0.0,62.0,80.0,96.0,173.0,182.0
E01004605,785.0,3.0,130.0,239.0,261.0,123.0,29.0
E01004606,754.0,0.0,211.0,235.0,133.0,137.0,38.0
E01004607,718.0,5.0,116.0,215.0,150.0,143.0,89.0
E01004608,785.0,1.0,155.0,285.0,228.0,92.0,24.0
E01004609,996.0,1.0,332.0,358.0,127.0,96.0,82.0
E01004610,632.0,1.0,60.0,126.0,269.0,141.0,35.0
E01004611,570.0,1.0,45.0,144.0,210.0,144.0,26.0
E01004612,558.0,0.0,66.0,128.0,210.0,124.0,30.0
E01004613,677.0,5.0,175.0,299.0,117.0,58.0,23.0
E01004614,855.0,2.0,245.0,331.0,204.0,58.0,15.0
E01004615,757.0,0.0,199.0,331.0,195.0,26.0,6.0
E01004616,816.0,5.0,210.0,300.0,166.0,85.0,50.0
E01004617,638.0,4.0,125.0,249.0,180.0,69.0,11.0
E01004618,527.0,1.0,35.0,71.0,223.0,155.0,42.0
E01004619,536.0,1.0,100.0,121.0,54.0,83.0,177.0
E01004620,702.0,3.0,154.0,247.0,141.0,81.0,76.0
E01004621,659.0,2.0,133.0,193.0,151.0,72.0,108.0
E01004622,533.0,1.0,150.0,282.0,53.0,22.0,25.0
E01004623,712.0,3.0,132.0,212.0,170.0,151.0,44.0
E01004624,624.0,4.0,19.0,192.0,271.0,117.0,21.0
E01004625,469.0,1.0,10.0,25.0,79.0,143.0,211.0
E01004626,724.0,2.0,198.0,187.0,149.0,103.0,85.0
